"","DOI","metric","value","year","journal","journal2"
"1","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"2","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"3","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"4","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"5","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"6","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"7","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"8","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"9","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"10","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"11","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"12","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"13","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"14","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"15","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"16","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"17","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"18","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"19","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"20","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"21","10.1111/j.0269-8463.2005.00965.x","CiteULike_bookmarks",5,2005,"Functional Ecology","Funct Ecology"
"22","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"23","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"24","10.1111/j.0269-8463.2005.00965.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"25","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"26","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"27","10.1111/j.0269-8463.2005.00965.x","Mendeley_readers",21,2005,"Functional Ecology","Funct Ecology"
"28","10.1046/j.1365-2435.2002.00664.x","Mendeley_groups",13,2002,"Functional Ecology","Funct Ecology"
"29","10.1046/j.1365-2435.2002.00664.x","CiteULike_bookmarks",5,2002,"Functional Ecology","Funct Ecology"
"30","10.1046/j.1365-2435.2002.00664.x","Mendeley_readers",246,2002,"Functional Ecology","Funct Ecology"
"31","10.1111/j.1365-2435.2007.01289.x","Mendeley_groups",3,2007,"Functional Ecology","Funct Ecology"
"32","10.1111/j.1365-2435.2007.01289.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"33","10.1111/j.1365-2435.2007.01289.x","Mendeley_readers",128,2007,"Functional Ecology","Funct Ecology"
"34","10.1111/j.1365-2435.2007.01289.x","PLoSsearch_mentions",3,2007,"Functional Ecology","Funct Ecology"
"35","10.1111/j.1365-2435.2007.01283.x","CiteULike_bookmarks",4,2007,"Functional Ecology","Funct Ecology"
"36","10.1111/j.1365-2435.2007.01283.x","CiteULike_bookmarks",4,2007,"Functional Ecology","Funct Ecology"
"37","10.1111/j.1365-2435.2007.01283.x","Mendeley_readers",53,2007,"Functional Ecology","Funct Ecology"
"38","10.1111/j.1365-2435.2007.01283.x","Mendeley_readers",53,2007,"Functional Ecology","Funct Ecology"
"39","10.1111/j.1365-2435.2007.01283.x","CiteULike_bookmarks",4,2007,"Functional Ecology","Funct Ecology"
"40","10.1111/j.1365-2435.2007.01283.x","CiteULike_bookmarks",4,2007,"Functional Ecology","Funct Ecology"
"41","10.1111/j.1365-2435.2007.01283.x","Mendeley_readers",53,2007,"Functional Ecology","Funct Ecology"
"42","10.1111/j.1365-2435.2007.01283.x","Mendeley_readers",53,2007,"Functional Ecology","Funct Ecology"
"43","10.1111/j.1365-2435.2007.01275.x","Mendeley_readers",121,2007,"Functional Ecology","Funct Ecology"
"44","10.1111/j.1365-2435.2007.01275.x","Mendeley_readers",121,2007,"Functional Ecology","Funct Ecology"
"45","10.1111/j.1365-2435.2007.01275.x","Mendeley_groups",4,2007,"Functional Ecology","Funct Ecology"
"46","10.1111/j.1365-2435.2007.01275.x","Mendeley_groups",4,2007,"Functional Ecology","Funct Ecology"
"47","10.1111/j.1365-2435.2007.01275.x","Mendeley_groups",4,2007,"Functional Ecology","Funct Ecology"
"48","10.1111/j.1365-2435.2007.01275.x","Mendeley_groups",4,2007,"Functional Ecology","Funct Ecology"
"49","10.1111/j.1365-2435.2007.01275.x","CiteULike_bookmarks",1,2007,"Functional Ecology","Funct Ecology"
"50","10.1111/j.1365-2435.2007.01275.x","CiteULike_bookmarks",1,2007,"Functional Ecology","Funct Ecology"
"51","10.1111/j.1365-2435.2007.01275.x","CiteULike_bookmarks",1,2007,"Functional Ecology","Funct Ecology"
"52","10.1111/j.1365-2435.2007.01275.x","CiteULike_bookmarks",1,2007,"Functional Ecology","Funct Ecology"
"53","10.1111/j.1365-2435.2007.01275.x","Mendeley_readers",121,2007,"Functional Ecology","Funct Ecology"
"54","10.1111/j.1365-2435.2007.01275.x","Mendeley_readers",121,2007,"Functional Ecology","Funct Ecology"
"55","10.1111/j.0269-8463.2005.00930.x","Mendeley_groups",2,2005,"Functional Ecology","Funct Ecology"
"56","10.1111/j.0269-8463.2005.00930.x","Mendeley_readers",130,2005,"Functional Ecology","Funct Ecology"
"57","10.1111/j.1365-2435.2010.01695.x","Mendeley_readers",76,2010,"Functional Ecology","Funct Ecology"
"58","10.1111/j.1365-2435.2010.01695.x","CiteULike_bookmarks",1,2010,"Functional Ecology","Funct Ecology"
"59","10.1111/j.1365-2435.2010.01695.x","Mendeley_groups",4,2010,"Functional Ecology","Funct Ecology"
"60","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"61","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"62","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"63","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"64","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"65","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"66","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"67","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"68","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"69","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"70","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"71","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"72","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"73","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"74","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"75","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"76","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"77","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"78","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"79","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"80","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"81","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"82","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"83","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"84","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"85","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"86","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"87","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"88","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"89","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"90","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"91","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"92","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"93","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"94","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"95","10.2307/2389612","CiteULike_bookmarks",4,1989,"Functional Ecology","Funct Ecology"
"96","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"97","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"98","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"99","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"100","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"101","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"102","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"103","10.2307/2389612","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"104","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"105","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"106","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"107","10.2307/2389612","Mendeley_readers",23,1989,"Functional Ecology","Funct Ecology"
"108","10.1111/j.1365-2435.2007.01326.x","Mendeley_readers",82,2007,"Functional Ecology","Funct Ecology"
"109","10.1111/j.1365-2435.2007.01326.x","Mendeley_groups",4,2007,"Functional Ecology","Funct Ecology"
"110","10.1111/j.0269-8463.2004.00856.x","Wikipedia_mentions",1,2004,"Functional Ecology","Funct Ecology"
"111","10.1111/j.0269-8463.2004.00856.x","Mendeley_readers",4,2004,"Functional Ecology","Funct Ecology"
"112","10.1111/j.0269-8463.2004.00856.x","CiteULike_bookmarks",3,2004,"Functional Ecology","Funct Ecology"
"113","10.1111/j.1365-2435.2006.01228.x","Mendeley_groups",1,2007,"Functional Ecology","Funct Ecology"
"114","10.1111/j.1365-2435.2006.01228.x","Mendeley_readers",83,2007,"Functional Ecology","Funct Ecology"
"115","10.1111/j.1365-2435.2006.01228.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"116","10.1111/j.0269-8463.2005.00948.x","Mendeley_readers",11,2005,"Functional Ecology","Funct Ecology"
"117","10.1111/j.0269-8463.2005.00948.x","Mendeley_readers",11,2005,"Functional Ecology","Funct Ecology"
"118","10.1111/j.0269-8463.2005.00948.x","Mendeley_readers",11,2005,"Functional Ecology","Funct Ecology"
"119","10.1111/j.0269-8463.2005.00948.x","Mendeley_readers",11,2005,"Functional Ecology","Funct Ecology"
"120","10.1111/j.1365-2435.2007.01308.x","Mendeley_readers",75,2007,"Functional Ecology","Funct Ecology"
"121","10.1111/j.1365-2435.2007.01308.x","CiteULike_bookmarks",1,2007,"Functional Ecology","Funct Ecology"
"122","10.1111/j.1365-2435.2007.01308.x","Mendeley_groups",6,2007,"Functional Ecology","Funct Ecology"
"123","10.1111/j.1365-2435.2008.01538.x","PLoSsearch_mentions",2,2009,"Functional Ecology","Funct Ecology"
"124","10.1111/j.1365-2435.2008.01538.x","Mendeley_readers",69,2009,"Functional Ecology","Funct Ecology"
"125","10.1111/j.1365-2435.2008.01538.x","Mendeley_groups",7,2009,"Functional Ecology","Funct Ecology"
"126","10.1111/j.1365-2435.2010.01753.x","Mendeley_readers",53,2011,"Functional Ecology","Funct Ecology"
"127","10.1111/j.1365-2435.2010.01753.x","Mendeley_groups",3,2011,"Functional Ecology","Funct Ecology"
"128","10.1111/j.1365-2435.2007.01278.x","Mendeley_groups",3,2007,"Functional Ecology","Funct Ecology"
"129","10.1111/j.1365-2435.2007.01278.x","PLoSsearch_mentions",1,2007,"Functional Ecology","Funct Ecology"
"130","10.1111/j.1365-2435.2007.01278.x","Mendeley_readers",67,2007,"Functional Ecology","Funct Ecology"
"139","10.1111/j.1365-2435.2010.01796.x","Mendeley_readers",54,2011,"Functional Ecology","Funct Ecology"
"140","10.1111/j.1365-2435.2010.01796.x","Mendeley_groups",2,2011,"Functional Ecology","Funct Ecology"
"141","10.1111/j.1365-2435.2010.01796.x","CiteULike_bookmarks",2,2011,"Functional Ecology","Funct Ecology"
"142","10.1111/j.1365-2435.2010.01794.x","CiteULike_bookmarks",2,2011,"Functional Ecology","Funct Ecology"
"143","10.1111/j.1365-2435.2010.01794.x","Mendeley_readers",49,2011,"Functional Ecology","Funct Ecology"
"144","10.1111/j.1365-2435.2010.01794.x","Wikipedia_mentions",1,2011,"Functional Ecology","Funct Ecology"
"145","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"146","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"147","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"148","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"149","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"150","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"151","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"152","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"153","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"154","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"155","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"156","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"157","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"158","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"159","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"160","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"161","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"162","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"163","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"164","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"165","10.1111/j.1365-2435.2007.01339.x","CiteULike_bookmarks",2,2007,"Functional Ecology","Funct Ecology"
"166","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"167","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"168","10.1111/j.1365-2435.2007.01339.x","Mendeley_groups",2,2007,"Functional Ecology","Funct Ecology"
"169","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"170","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"171","10.1111/j.1365-2435.2007.01339.x","Mendeley_readers",77,2007,"Functional Ecology","Funct Ecology"
"172","10.1111/j.1365-2435.2010.01803.x","Mendeley_readers",56,2011,"Functional Ecology","Funct Ecology"
"173","10.1111/j.0269-8463.2005.00922.x","Mendeley_readers",20,2005,"Functional Ecology","Funct Ecology"
"174","10.1111/j.0269-8463.2005.00922.x","Mendeley_readers",20,2005,"Functional Ecology","Funct Ecology"
"175","10.1111/j.0269-8463.2005.00922.x","Mendeley_readers",20,2005,"Functional Ecology","Funct Ecology"
"176","10.1111/j.0269-8463.2005.00922.x","Mendeley_readers",20,2005,"Functional Ecology","Funct Ecology"
"177","10.1111/j.1365-2435.2008.01418.x","Mendeley_groups",3,2008,"Functional Ecology","Funct Ecology"
"178","10.1111/j.1365-2435.2008.01418.x","CiteULike_bookmarks",4,2008,"Functional Ecology","Funct Ecology"
"179","10.1111/j.1365-2435.2008.01418.x","Mendeley_readers",68,2008,"Functional Ecology","Funct Ecology"
"180","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"181","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"182","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"183","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"184","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"185","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"186","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"187","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"188","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"189","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"190","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"191","10.1111/j.0269-8463.2005.00937.x","Mendeley_readers",2,2005,"Functional Ecology","Funct Ecology"
"192","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"193","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"194","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"195","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"196","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"197","10.1111/j.0269-8463.2005.00937.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"198","10.1111/j.1365-2435.2007.01246.x","PLoSsearch_mentions",1,2007,"Functional Ecology","Funct Ecology"
"199","10.1111/j.1365-2435.2007.01246.x","Mendeley_readers",60,2007,"Functional Ecology","Funct Ecology"
"200","10.1111/j.0269-8463.2004.00852.x","Mendeley_readers",12,2004,"Functional Ecology","Funct Ecology"
"201","10.1111/j.0269-8463.2004.00852.x","Mendeley_readers",12,2004,"Functional Ecology","Funct Ecology"
"202","10.1111/j.0269-8463.2004.00852.x","Mendeley_readers",12,2004,"Functional Ecology","Funct Ecology"
"203","10.1111/j.0269-8463.2004.00852.x","Mendeley_readers",12,2004,"Functional Ecology","Funct Ecology"
"206","10.1111/j.1365-2435.2010.01805.x","CiteULike_bookmarks",1,2011,"Functional Ecology","Funct Ecology"
"207","10.1111/j.1365-2435.2010.01805.x","Mendeley_readers",48,2011,"Functional Ecology","Funct Ecology"
"208","10.1111/j.1365-2435.2010.01785.x","CiteULike_bookmarks",3,2011,"Functional Ecology","Funct Ecology"
"209","10.1111/j.1365-2435.2010.01785.x","Mendeley_readers",48,2011,"Functional Ecology","Funct Ecology"
"210","10.1046/j.0269-8463.2001.00563.x","Mendeley_readers",76,2001,"Functional Ecology","Funct Ecology"
"211","10.1046/j.0269-8463.2001.00563.x","Mendeley_readers",76,2001,"Functional Ecology","Funct Ecology"
"212","10.1046/j.0269-8463.2001.00563.x","Mendeley_readers",76,2001,"Functional Ecology","Funct Ecology"
"213","10.1046/j.0269-8463.2001.00563.x","Mendeley_readers",76,2001,"Functional Ecology","Funct Ecology"
"214","10.1046/j.0269-8463.2001.00563.x","CiteULike_bookmarks",2,2001,"Functional Ecology","Funct Ecology"
"215","10.1046/j.0269-8463.2001.00563.x","CiteULike_bookmarks",2,2001,"Functional Ecology","Funct Ecology"
"216","10.1046/j.0269-8463.2001.00563.x","Mendeley_groups",1,2001,"Functional Ecology","Funct Ecology"
"217","10.1046/j.0269-8463.2001.00563.x","Mendeley_groups",1,2001,"Functional Ecology","Funct Ecology"
"218","10.1046/j.0269-8463.2001.00563.x","Mendeley_groups",1,2001,"Functional Ecology","Funct Ecology"
"219","10.1046/j.0269-8463.2001.00563.x","Mendeley_groups",1,2001,"Functional Ecology","Funct Ecology"
"220","10.1046/j.0269-8463.2001.00563.x","CiteULike_bookmarks",2,2001,"Functional Ecology","Funct Ecology"
"221","10.1046/j.0269-8463.2001.00563.x","CiteULike_bookmarks",2,2001,"Functional Ecology","Funct Ecology"
"222","10.1111/j.1365-2435.2003.00796.x","Mendeley_readers",67,2003,"Functional Ecology","Funct Ecology"
"223","10.1111/j.1365-2435.2003.00796.x","Mendeley_groups",1,2003,"Functional Ecology","Funct Ecology"
"224","10.1111/j.1365-2435.2010.01727.x","Mendeley_groups",1,2010,"Functional Ecology","Funct Ecology"
"225","10.1111/j.1365-2435.2010.01727.x","Mendeley_groups",1,2010,"Functional Ecology","Funct Ecology"
"226","10.1111/j.1365-2435.2010.01727.x","Mendeley_groups",1,2010,"Functional Ecology","Funct Ecology"
"227","10.1111/j.1365-2435.2010.01727.x","Mendeley_groups",1,2010,"Functional Ecology","Funct Ecology"
"228","10.1111/j.1365-2435.2010.01727.x","Mendeley_readers",53,2010,"Functional Ecology","Funct Ecology"
"229","10.1111/j.1365-2435.2010.01727.x","Mendeley_readers",53,2010,"Functional Ecology","Funct Ecology"
"230","10.1111/j.1365-2435.2010.01727.x","Mendeley_readers",53,2010,"Functional Ecology","Funct Ecology"
"231","10.1111/j.1365-2435.2010.01727.x","Mendeley_readers",53,2010,"Functional Ecology","Funct Ecology"
"232","10.1111/j.0269-8463.2004.00821.x","Mendeley_groups",4,2004,"Functional Ecology","Funct Ecology"
"233","10.1111/j.0269-8463.2004.00821.x","Mendeley_readers",70,2004,"Functional Ecology","Funct Ecology"
"234","10.1046/j.1365-2435.2003.00721.x","Mendeley_readers",71,2003,"Functional Ecology","Funct Ecology"
"235","10.2307/2389364","Mendeley_readers",68,1989,"Functional Ecology","Funct Ecology"
"236","10.2307/2389364","Mendeley_groups",1,1989,"Functional Ecology","Funct Ecology"
"237","10.2307/2389364","CiteULike_bookmarks",2,1989,"Functional Ecology","Funct Ecology"
"238","10.1111/j.1365-2435.2010.01817.x","Mendeley_readers",45,2011,"Functional Ecology","Funct Ecology"
"239","10.1111/j.1365-2435.2010.01817.x","Mendeley_groups",2,2011,"Functional Ecology","Funct Ecology"
"240","10.1111/j.1365-2435.2010.01789.x","Mendeley_readers",37,2011,"Functional Ecology","Funct Ecology"
"241","10.1111/j.1365-2435.2010.01789.x","CiteULike_bookmarks",1,2011,"Functional Ecology","Funct Ecology"
"244","10.1111/j.1365-2435.2009.01591.x","Mendeley_readers",39,2009,"Functional Ecology","Funct Ecology"
"245","10.1111/j.1365-2435.2009.01591.x","Mendeley_groups",1,2009,"Functional Ecology","Funct Ecology"
"246","10.1111/j.1365-2435.2009.01600.x","Mendeley_readers",41,2010,"Functional Ecology","Funct Ecology"
"247","10.1111/j.1365-2435.2009.01600.x","Mendeley_groups",3,2010,"Functional Ecology","Funct Ecology"
"248","10.1111/j.1365-2435.2010.01777.x","CiteULike_bookmarks",1,2011,"Functional Ecology","Funct Ecology"
"249","10.1111/j.1365-2435.2010.01777.x","Mendeley_groups",2,2011,"Functional Ecology","Funct Ecology"
"250","10.1111/j.1365-2435.2010.01777.x","Mendeley_readers",35,2011,"Functional Ecology","Funct Ecology"
"251","10.1111/j.1365-2435.2011.01836.x","Mendeley_groups",1,2011,"Functional Ecology","Funct Ecology"
"252","10.1111/j.1365-2435.2011.01836.x","Mendeley_readers",28,2011,"Functional Ecology","Funct Ecology"
"253","10.1111/j.1365-2435.2011.01836.x","CiteULike_bookmarks",1,2011,"Functional Ecology","Funct Ecology"
"254","10.1111/j.1365-2435.2011.01838.x","Mendeley_groups",1,2011,"Functional Ecology","Funct Ecology"
"255","10.1111/j.1365-2435.2011.01838.x","Mendeley_readers",32,2011,"Functional Ecology","Funct Ecology"
"256","10.1111/j.1365-2435.2011.01838.x","CiteULike_bookmarks",1,2011,"Functional Ecology","Funct Ecology"
"257","10.1111/j.1365-2435.2005.00952.x","CiteULike_bookmarks",1,2005,"Functional Ecology","Funct Ecology"
"258","10.1111/j.1365-2435.2005.00952.x","Mendeley_groups",1,2005,"Functional Ecology","Funct Ecology"
"259","10.1111/j.1365-2435.2005.00952.x","Mendeley_readers",60,2005,"Functional Ecology","Funct Ecology"
"260","10.1111/j.1365-2435.2005.01003.x","Mendeley_readers",6,2005,"Functional Ecology","Funct Ecology"
"261","10.1111/j.1365-2435.2005.01041.x","Mendeley_groups",3,2005,"Functional Ecology","Funct Ecology"
"262","10.1111/j.1365-2435.2005.01041.x","Mendeley_readers",54,2005,"Functional Ecology","Funct Ecology"
"263","10.1111/j.1365-2435.2006.01105.x","Mendeley_groups",3,2006,"Functional Ecology","Funct Ecology"
"264","10.1111/j.1365-2435.2006.01105.x","Mendeley_readers",49,2006,"Functional Ecology","Funct Ecology"
"265","10.1111/j.1365-2435.2010.01818.x","Mendeley_readers",35,2011,"Functional Ecology","Funct Ecology"
"266","10.1046/j.0269-8463.2001.00542.x","Mendeley_readers",62,2001,"Functional Ecology","Funct Ecology"
"267","10.1046/j.0269-8463.2001.00542.x","Mendeley_readers",62,2001,"Functional Ecology","Funct Ecology"
"268","10.1046/j.0269-8463.2001.00542.x","CiteULike_bookmarks",2,2001,"Functional Ecology","Funct Ecology"
